Zeit:	Istwert Durchfluss	Totalisator	Alarm Nr. 1	
28.07.2020 08:41:00,408	0,3180003	0,1760575	0	
28.07.2020 08:41:00,665	0,4181399	0,1778491	0	
28.07.2020 08:41:00,915	0,4262925	0,1797445	0	
28.07.2020 08:41:01,171	0,4315905	0,1816585	0	
28.07.2020 08:41:01,422	0,4336425	0,1834005	0	
28.07.2020 08:41:01,676	0,4311553	0,1850978	0	
28.07.2020 08:41:01,942	0,4265038	0,1870406	0	
28.07.2020 08:41:02,211	0,4201151	0,1889434	0	
28.07.2020 08:41:02,465	0,415244	0,1905625	0	
28.07.2020 08:41:02,730	0,4122767	0,1923247	0	
28.07.2020 08:41:02,991	0,4102238	0,1942185	0	
28.07.2020 08:41:03,244	0,409652	0,1958552	0	
28.07.2020 08:41:03,495	0,4092412	0,197491	0	
28.07.2020 08:41:03,758	0,4091975	0,1994013	0	
28.07.2020 08:41:04,28	0,4096126	0,2013147	0	
28.07.2020 08:41:04,301	0,4263299	0,2038492	0	
28.07.2020 08:41:04,574	0,9013558	0,2120131	0	
28.07.2020 08:41:04,839	1,335732	0,2195407	0	
28.07.2020 08:41:05,111	1,597762	0,229217	0	
28.07.2020 08:41:05,371	1,605282	0,2369918	0	
28.07.2020 08:41:05,640	1,364628	0,24049	0	
28.07.2020 08:41:05,890	0,8461747	0,241679	0	
28.07.2020 08:41:06,165	0	0,2419482	0	
28.07.2020 08:41:06,437	0	0,2419482	0	
28.07.2020 08:41:06,689	0	0,2419482	0	
28.07.2020 08:41:06,952	0	0,2419482	0	
28.07.2020 08:41:07,226	0,04819152	0,2431768	0	
28.07.2020 08:41:07,489	0,2866269	0,2456675	0	
28.07.2020 08:41:07,748	0,4462735	0,2482253	0	
28.07.2020 08:41:08,1	0,4869941	0,2501817	0	
28.07.2020 08:41:08,262	0,4704258	0,2520429	0	
28.07.2020 08:41:08,527	0,4275404	0,2536988	0	
28.07.2020 08:41:08,791	0,3777804	0,2553918	0	
28.07.2020 08:41:09,55	0,3657238	0,256843	0	
28.07.2020 08:41:09,315	0,3668221	0,2585777	0	
28.07.2020 08:41:09,587	0,3738423	0,2602584	0	
28.07.2020 08:41:09,859	0,3816937	0,2621138	0	
28.07.2020 08:41:10,110	0,3905731	0,2638757	0	
28.07.2020 08:41:10,370	0,3968561	0,2656495	0	
28.07.2020 08:41:10,638	0,4010057	0,267426	0	
28.07.2020 08:41:10,893	0,4046625	0,2692103	0	
28.07.2020 08:41:11,145	0,4068994	0,270856	0	
28.07.2020 08:41:11,402	0,4085307	0,27264	0	
28.07.2020 08:41:11,666	0,4096899	0,2744236	0	
28.07.2020 08:41:11,932	0,4099008	0,2763414	0	
28.07.2020 08:41:12,184	0,4107152	0,2779924	0	
28.07.2020 08:41:12,447	0,412006	0,2797874	0	
28.07.2020 08:41:12,714	0,4138008	0,2817499	0	
28.07.2020 08:41:12,969	0,4295927	0,2837796	0	
28.07.2020 08:41:13,242	0,4755915	0,2861018	0	
28.07.2020 08:41:13,514	0,568112	0,2888825	0	
28.07.2020 08:41:13,778	0,6277093	0,2916158	0	
28.07.2020 08:41:14,38	0,6324179	0,2944005	0	
28.07.2020 08:41:14,288	0,6359479	0,2969674	0	
28.07.2020 08:41:14,548	0,639017	0,2998738	0	
28.07.2020 08:41:14,804	0,9188913	0,3069343	0	
28.07.2020 08:41:15,69	1,306025	0,315023	0	
28.07.2020 08:41:15,329	1,572189	0,3233466	0	
28.07.2020 08:41:15,588	1,602179	0,3326221	0	
